10.6322   257.6  22.7  8.1   5.6 
10.6533   106.8  7.8   3.7   2.3
10.6810   177.3  18.4  10.7  4.5 
10.7009   126.0  11.8  2.2   2.8
10.7313   54.7   11.8  8.5   1.6 
10.7463   52.9   4.2   1.0   1.2 
10.7712   112.2  16.2  5.2   3.6 
10.8045   98.6   6.8   1.3   2.3
10.8295   101.8  11.6  3.4   3.7 
10.8489   109.3  15.2  3.2   4.1 
10.8574   81.5   15.0  2.5   3.2 
10.8642   74.2   2.0   0.1   3.1 
10.8658   81.3   2.7   0.1   3.4 
10.8676   76.5   2.1   0.1   3.2 
10.8778   103.1  16.0  2.8   4.1 
10.8828   109.6  11.7  1.5   4.4 
10.8889   101.2  15.6  1.0   4.1 
10.8983   90.2   9.4   1.3   3.7 
10.9073   66.8   13.5  3.2   2.8 
10.9287   62.7   12.1  1.6   2.7 
10.9575   54.5   12.6  1.6   2.5 
10.9753   44.0   11.9  0.8   2.1 
10.9904   47.9   11.7  2.0   2.3 
11.0039   45.2   11.8  1.3   2.2 
11.0148   119.2  19.5  2.4   5.8 
11.0185   82.4   16.5  2.3   4.0 
11.0208   158.4  19.3  4.2   7.7 
